BI_Index,Direction,Start_Date,Start_Price,End_Date,End_Price,Price_Change,K_Line_Count
816,up,2005-09-22,57.18697738647461,2005-11-14,67.19256591796875,10.00558853149414,26
817,down,2005-11-14,67.19256591796875,2005-11-23,64.38872528076172,2.8038406372070312,4
818,up,2005-11-23,64.38872528076172,2005-11-30,66.32437133789062,1.9356460571289062,3
819,down,2005-11-30,66.32437133789062,2005-12-05,62.623870849609375,3.70050048828125,3
820,up,2005-12-05,62.623870849609375,2005-12-15,64.71607208251953,2.0922012329101562,5
821,down,2005-12-15,64.71607208251953,2006-01-20,59.20802307128906,5.508049011230469,20
822,up,2006-01-20,59.20802307128906,2006-01-31,60.98711013793945,1.7790870666503906,5
823,down,2006-01-31,60.98711013793945,2006-02-08,57.30083847045898,3.686271667480476,6
824,up,2006-02-08,57.30083847045898,2006-02-17,63.05084991455078,5.750011444091804,7
825,down,2006-02-17,63.05084991455078,2006-02-23,60.93017959594727,2.1206703186035085,3
826,up,2006-02-23,60.93017959594727,2006-03-03,62.90852355957031,1.9783439636230398,4
827,down,2006-03-03,62.90852355957031,2006-03-08,59.62076950073242,3.2877540588378906,3
828,up,2006-03-08,59.62076950073242,2006-03-16,62.90852355957031,3.2877540588378906,6
829,down,2006-03-16,62.90852355957031,2006-03-31,57.37200546264648,5.536518096923835,8
830,up,2006-03-31,57.37200546264648,2006-04-06,58.41099166870117,1.0389862060546946,3
831,down,2006-04-06,58.41099166870117,2006-04-12,55.59291458129883,2.8180770874023438,3
832,up,2006-04-12,55.59291458129883,2006-05-08,61.34292602539063,5.750011444091804,10
833,down,2006-05-08,61.34292602539063,2006-05-25,55.93450164794922,5.408424377441413,9
834,up,2006-05-25,55.93450164794922,2006-06-02,58.28289413452149,2.3483924865722727,4
835,down,2006-06-02,58.28289413452149,2006-06-14,52.67521286010742,5.60768127441407,6
836,up,2006-06-14,52.67521286010742,2006-06-21,55.037841796875,2.362628936767578,5
837,down,2006-06-21,55.037841796875,2006-06-28,53.48647689819336,1.5513648986816406,3
838,up,2006-06-28,53.48647689819336,2006-07-03,56.27608489990234,2.7896080017089773,3
839,down,2006-07-03,56.27608489990234,2006-07-18,51.26617431640625,5.009910583496087,9
840,up,2006-07-18,51.26617431640625,2006-07-26,53.7426643371582,2.476490020751953,6
841,down,2006-07-26,53.7426643371582,2006-08-07,50.54030990600586,3.2023544311523438,6
842,up,2006-08-07,50.54030990600586,2006-09-01,54.81011962890625,4.269809722900391,12
843,down,2006-09-01,54.81011962890625,2006-09-11,51.42273712158203,3.3873825073242188,5
844,up,2006-09-11,51.42273712158203,2006-09-26,56.90232467651367,5.479587554931641,10
845,down,2006-09-26,56.90232467651367,2006-10-04,54.2692756652832,2.6330490112304688,4
846,up,2006-10-04,54.2692756652832,2006-11-07,58.966064453125,4.696788787841797,21
847,down,2006-11-07,58.966064453125,2006-11-10,57.642425537109375,1.323638916015625,3
848,up,2006-11-10,57.642425537109375,2006-11-16,59.13685989379883,1.4944343566894531,3
849,down,2006-11-16,59.13685989379883,2006-11-28,55.649845123291016,3.4870147705078125,5
850,up,2006-11-28,55.649845123291016,2006-12-06,57.61396026611328,1.9641151428222656,5
851,down,2006-12-06,57.61396026611328,2006-12-13,56.14799118041992,1.4659690856933594,4
852,up,2006-12-13,56.14799118041992,2006-12-20,57.85591506958008,1.7079238891601562,4
853,down,2006-12-20,57.85591506958008,2007-01-10,55.53598785400391,2.3199272155761648,10
854,up,2007-01-10,55.53598785400391,2007-01-25,60.74515151977539,5.209163665771477,9
855,down,2007-01-25,60.74515151977539,2007-02-05,58.49638748168945,2.2487640380859375,5
856,up,2007-02-05,58.49638748168945,2007-02-26,67.26372528076172,8.767337799072266,12
857,down,2007-02-26,67.26372528076172,2007-03-05,59.165321350097656,8.098403930664062,3
858,up,2007-03-05,59.165321350097656,2007-03-27,67.26372528076172,8.098403930664062,13
859,down,2007-03-27,67.26372528076172,2007-04-05,62.59540557861328,4.6683197021484375,6
860,up,2007-04-05,62.59540557861328,2007-04-16,66.32437133789062,3.7289657592773438,4
861,down,2007-04-16,66.32437133789062,2007-05-02,62.21112060546875,4.113250732421875,7
862,up,2007-05-02,62.21112060546875,2007-05-18,65.9400863647461,3.7289657592773438,9
863,down,2007-05-18,65.9400863647461,2007-05-25,63.56322860717773,2.3768577575683665,4
864,up,2007-05-25,63.56322860717773,2007-06-05,66.62326049804688,3.0600318908691477,4
865,down,2007-06-05,66.62326049804688,2007-06-13,63.36396789550781,3.2592926025390625,6
866,up,2007-06-13,63.36396789550781,2007-06-18,65.25691986083984,1.8929519653320312,3
867,down,2007-06-18,65.25691986083984,2007-06-29,62.51000595092773,2.7469139099121165,6
868,up,2007-06-29,62.51000595092773,2007-07-17,68.26001739501953,5.750011444091804,10
869,down,2007-07-17,68.26001739501953,2007-07-30,60.133148193359375,8.126869201660156,6
870,up,2007-07-30,60.133148193359375,2007-08-02,63.93327713012695,3.800128936767578,3
871,down,2007-08-02,63.93327713012695,2007-08-16,55.35095977783203,8.582317352294922,10
872,up,2007-08-16,55.35095977783203,2007-08-27,62.38191223144531,7.030952453613281,5
873,down,2007-08-27,62.38191223144531,2007-09-11,57.92707824707031,4.454833984375,7
874,up,2007-09-11,57.92707824707031,2007-09-19,63.53476333618164,5.607685089111328,6
875,down,2007-09-19,63.53476333618164,2007-09-28,60.6882209777832,2.8465423583984375,5
876,up,2007-09-28,60.6882209777832,2007-10-15,67.50568389892578,6.817462921142578,8
877,down,2007-10-15,67.50568389892578,2007-10-22,60.77361679077149,6.73206710815429,4
878,up,2007-10-22,60.77361679077149,2007-10-29,64.38872528076172,3.6151084899902273,5
